,attendance,away_team,away_team_errors,away_team_hits,away_team_runs,date,field_type,game_type,home_team,home_team_errors,home_team_hits,home_team_runs,start_time,venue,day_of_week,temperature,wind_speed,wind_direction,sky,total_runs,game_hours_dec,season,home_team_win,home_team_loss,home_team_outcome
1121,36052.0,Oakland Athletics,2,9,4,2016-08-02,on grass,Night Game,Los Angeles Angels of Anaheim,0,7,5,7:09 p.m. Local,Angel Stadium of Anaheim,Tuesday,80.0,9.0, out to Centerfield,Cloudy,9,2.75,regular season,1,0,Win
1122,13976.0,Kansas City Royals,1,9,3,2016-08-01,on turf,Night Game,Tampa Bay Rays,0,1,0,7:10 p.m. Local,Tropicana Field,Monday,72.0,0.0, in unknown direction,In Dome,3,2.6166666666666667,regular season,0,1,Loss
1123,29601.0,Boston Red Sox,0,5,2,2016-08-01,on grass,Night Game,Seattle Mariners,0,4,1,7:10 p.m. Local,Safeco Field,Monday,74.0,3.0, out to Rightfield,Sunny,3,2.7,regular season,0,1,Loss
1124,24009.0,Milwaukee Brewers,1,6,3,2016-08-01,on grass,Night Game,San Diego Padres,0,10,7,7:10 p.m. Local,Petco Park,Monday,76.0,12.0, out to Rightfield,Sunny,10,3.7666666666666666,regular season,1,0,Win
1125,42125.0,New York Yankees,0,7,6,2016-08-01,on grass,Night Game,New York Mets,1,11,5,7:11 p.m. Local,Citi Field,Monday,76.0,7.0, in from Rightfield,Unknown,11,3.783333333333333,regular season,0,1,Loss
1126,20623.0,Toronto Blue Jays,1,6,1,2016-08-01,on grass,Night Game,Houston Astros,0,7,2,7:10 p.m. Local,Minute Maid Park,Monday,73.0,0.0, in unknown direction,In Dome,3,4.083333333333333,regular season,1,0,Win
1127,15018.0,Minnesota Twins,0,19,12,2016-08-01,on grass,Night Game,Cleveland Indians,0,7,5,7:10 p.m. Local,Progressive Field,Monday,79.0,6.0, in from Centerfield,Sunny,17,3.2,regular season,0,1,Loss
1128,40937.0,Miami Marlins,0,7,0,2016-08-01,on grass,Night Game,Chicago Cubs,1,10,5,7:06 p.m. Local,Wrigley Field,Monday,77.0,5.0, from Right to Left,Cloudy,5,2.783333333333333,regular season,1,0,Win
1129,17518.0,Washington Nationals,0,19,14,2016-08-01,on grass,Night Game,Arizona Diamondbacks,1,5,1,6:40 p.m. Local,Chase Field,Monday,81.0,0.0, in unknown direction,In Dome,15,3.3833333333333333,regular season,0,1,Loss
1130,46792.0,Baltimore Orioles,0,8,6,2016-07-31,on turf,Day Game,Toronto Blue Jays,0,6,2,1:08 p.m. Local,Rogers Centre,Sunday,68.0,0.0, in unknown direction,In Dome,8,3.783333333333333,regular season,0,1,Loss
1131,32806.0,Kansas City Royals,0,4,3,2016-07-31,on grass,Day Game,Texas Rangers,1,9,5,2:06 p.m. Local,Globe Life Park in Arlington,Sunday,96.0,8.0, in from Rightfield,Sunny,8,2.3666666666666667,regular season,1,0,Win
1132,18109.0,New York Yankees,0,9,3,2016-07-31,on turf,Day Game,Tampa Bay Rays,1,6,5,1:10 p.m. Local,Tropicana Field,Sunday,72.0,0.0, in unknown direction,In Dome,8,3.0166666666666666,regular season,1,0,Win
1133,41795.0,Washington Nationals,2,3,1,2016-07-31,on grass,Day Game,San Francisco Giants,0,10,3,1:05 p.m. Local,AT&T Park,Sunday,64.0,10.0, out to Centerfield,Cloudy,4,3.2,regular season,1,0,Win
1134,27436.0,Cincinnati Reds,0,9,3,2016-07-31,on grass,Day Game,San Diego Padres,0,5,2,1:42 p.m. Local,Petco Park,Sunday,82.0,8.0, out to Rightfield,Sunny,5,3.15,regular season,0,1,Loss
1135,36279.0,Colorado Rockies,0,8,4,2016-07-31,on grass,Day Game,New York Mets,1,6,6,1:48 p.m. Local,Citi Field,Sunday,78.0,12.0, from Right to Left,Unknown,10,3.1,regular season,1,0,Win
1136,29670.0,Chicago White Sox,0,9,4,2016-07-31,on grass,Day Game,Minnesota Twins,4,9,6,1:12 p.m. Local,Target Field,Sunday,80.0,8.0, in unknown direction,Cloudy,10,2.65,regular season,1,0,Win
1137,32405.0,Pittsburgh Pirates,1,5,2,2016-07-31,on grass,Day Game,Milwaukee Brewers,1,8,4,1:11 p.m. Local,Miller Park,Sunday,75.0,9.0, in from Leftfield,Cloudy,6,3.066666666666667,regular season,1,0,Win
1138,23666.0,St. Louis Cardinals,1,6,4,2016-07-31,on grass,Day Game,Miami Marlins,2,9,5,1:10 p.m. Local,Marlins Park,Sunday,78.0,0.0, in unknown direction,In Dome,9,2.7,regular season,1,0,Win
1139,42380.0,Arizona Diamondbacks,2,3,3,2016-07-31,on grass,Day Game,Los Angeles Dodgers,2,17,14,1:10 p.m. Local,Dodger Stadium,Sunday,88.0,10.0, out to Centerfield,Sunny,17,3.716666666666667,regular season,1,0,Win
1140,31043.0,Houston Astros,0,7,0,2016-07-31,on grass,Day Game,Detroit Tigers,0,10,11,1:10 p.m. Local,Comerica Park,Sunday,78.0,3.0, in from Centerfield,Sunny,11,2.9833333333333334,regular season,1,0,Win
1141,23739.0,Oakland Athletics,0,6,0,2016-07-31,on grass,Day Game,Cleveland Indians,0,10,8,1:46 p.m. Local,Progressive Field,Sunday,81.0,6.0, out to Leftfield,Cloudy,8,2.716666666666667,regular season,1,0,Win
1142,40952.0,Seattle Mariners,1,11,6,2016-07-31,on grass,Night Game,Chicago Cubs,0,9,7,7:08 p.m. Local,Wrigley Field,Sunday,75.0,9.0, in from Rightfield,Cloudy,13,4.3,regular season,1,0,Win
1143,21545.0,Philadelphia Phillies,0,5,1,2016-07-31,on grass,Day Game,Atlanta Braves,1,6,2,1:37 p.m. Local,Turner Field,Sunday,88.0,2.0, from Left to Right,Cloudy,3,2.716666666666667,regular season,1,0,Win
1144,39553.0,Boston Red Sox,1,9,5,2016-07-31,on grass,Day Game,Los Angeles Angels of Anaheim,1,11,3,12:38 p.m. Local,Angel Stadium of Anaheim,Sunday,86.0,10.0, from Right to Left,Sunny,8,3.533333333333333,regular season,0,1,Loss
1145,47305.0,Baltimore Orioles,0,5,1,2016-07-30,on turf,Day Game,Toronto Blue Jays,0,10,9,1:08 p.m. Local,Rogers Centre,Saturday,73.0,17.0, in from Rightfield,Unknown,10,2.8666666666666667,regular season,1,0,Win
1146,47125.0,Kansas City Royals,0,5,1,2016-07-30,on grass,Night Game,Texas Rangers,0,8,2,7:40 p.m. Local,Globe Life Park in Arlington,Saturday,95.0,11.0, in from Centerfield,Sunny,3,2.6833333333333336,regular season,1,0,Win
1147,25883.0,New York Yankees,0,5,3,2016-07-30,on turf,Night Game,Tampa Bay Rays,1,7,6,6:09 p.m. Local,Tropicana Field,Saturday,72.0,0.0, in unknown direction,In Dome,9,2.783333333333333,regular season,1,0,Win
1148,46112.0,Baltimore Orioles,1,7,5,2016-07-29,on turf,Night Game,Toronto Blue Jays,2,7,6,7:08 p.m. Local,Rogers Centre,Friday,76.0,2.0, from Right to Left,Sunny,11,2.75,regular season,1,0,Win
1149,40008.0,Kansas City Royals,1,7,3,2016-07-29,on grass,Night Game,Texas Rangers,0,12,8,7:06 p.m. Local,Globe Life Park in Arlington,Friday,92.0,8.0, from Right to Left,Sunny,11,2.8333333333333335,regular season,1,0,Win
1150,17856.0,New York Yankees,1,10,1,2016-07-29,on turf,Night Game,Tampa Bay Rays,0,7,5,7:10 p.m. Local,Tropicana Field,Friday,72.0,0.0, in unknown direction,In Dome,6,2.966666666666667,regular season,1,0,Win
1151,41959.0,Washington Nationals,0,8,4,2016-07-29,on grass,Night Game,San Francisco Giants,0,9,1,7:15 p.m. Local,AT&T Park,Friday,61.0,12.0, out to Centerfield,Sunny,5,3.25,regular season,0,1,Loss
1152,33509.0,Cincinnati Reds,0,11,6,2016-07-29,on grass,Night Game,San Diego Padres,1,6,0,7:41 p.m. Local,Petco Park,Friday,74.0,9.0, from Left to Right,Sunny,6,2.95,regular season,0,1,Loss
1153,40035.0,Colorado Rockies,0,13,6,2016-07-29,on grass,Night Game,New York Mets,0,6,1,7:11 p.m. Local,Citi Field,Friday,82.0,8.0, in from Rightfield,Sunny,7,3.1166666666666667,regular season,0,1,Loss
1154,23983.0,Chicago White Sox,1,6,1,2016-07-29,on grass,Night Game,Minnesota Twins,0,8,2,7:12 p.m. Local,Target Field,Friday,75.0,7.0, in from Leftfield,Sunny,3,3.7,regular season,1,0,Win
1155,29442.0,Pittsburgh Pirates,0,4,1,2016-07-29,on grass,Night Game,Milwaukee Brewers,0,8,3,7:10 p.m. Local,Miller Park,Friday,70.0,12.0, from Left to Right,Overcast,4,2.75,regular season,1,0,Win
1156,27414.0,St. Louis Cardinals,0,14,11,2016-07-29,on grass,Night Game,Miami Marlins,1,9,6,7:12 p.m. Local,Marlins Park,Friday,78.0,0.0, in unknown direction,In Dome,17,3.05,regular season,0,1,Loss
1157,50966.0,Arizona Diamondbacks,1,9,7,2016-07-29,on grass,Night Game,Los Angeles Dodgers,0,10,9,7:11 p.m. Local,Dodger Stadium,Friday,80.0,7.0, out to Rightfield,Sunny,16,3.4,regular season,1,0,Win
1158,31771.0,Houston Astros,0,7,6,2016-07-29,on grass,Night Game,Detroit Tigers,1,16,14,7:11 p.m. Local,Comerica Park,Friday,77.0,3.0, in from Centerfield,Overcast,20,3.0833333333333335,regular season,1,0,Win
1159,33134.0,Oakland Athletics,1,7,3,2016-07-29,on grass,Night Game,Cleveland Indians,2,8,5,7:10 p.m. Local,Progressive Field,Friday,80.0,16.0, in from Rightfield,Unknown,8,2.9833333333333334,regular season,1,0,Win
1160,40951.0,Seattle Mariners,0,8,1,2016-07-29,on grass,Day Game,Chicago Cubs,0,14,12,1:21 p.m. Local,Wrigley Field,Friday,76.0,10.0, in unknown direction,Cloudy,13,3.1333333333333333,regular season,1,0,Win
1161,27732.0,Philadelphia Phillies,1,5,1,2016-07-29,on grass,Night Game,Atlanta Braves,1,9,2,7:36 p.m. Local,Turner Field,Friday,84.0,11.0, out to Rightfield,Cloudy,3,2.716666666666667,regular season,1,0,Win
1162,39113.0,Boston Red Sox,0,7,6,2016-07-29,on grass,Night Game,Los Angeles Angels of Anaheim,0,5,2,7:09 p.m. Local,Angel Stadium of Anaheim,Friday,81.0,7.0, from Right to Left,Sunny,8,2.5,regular season,0,1,Loss
1163,36008.0,Kansas City Royals,0,6,2,2016-07-28,on grass,Night Game,Texas Rangers,0,4,3,7:40 p.m. Local,Globe Life Park in Arlington,Thursday,83.0,8.0, in from Centerfield,Unknown,5,2.4333333333333336,regular season,1,0,Win
1164,42001.0,Washington Nationals,1,11,4,2016-07-28,on grass,Night Game,San Francisco Giants,0,5,2,7:16 p.m. Local,AT&T Park,Thursday,58.0,13.0, out to Centerfield,Cloudy,6,3.466666666666667,regular season,0,1,Loss
1165,38292.0,Colorado Rockies,1,8,2,2016-07-28,on grass,Day Game,New York Mets,1,10,1,1:11 p.m. Local,Citi Field,Thursday,93.0,7.0, in from Leftfield,Cloudy,3,3.216666666666667,regular season,0,1,Loss
1166,22569.0,Baltimore Orioles,0,11,2,2016-07-28,on grass,Night Game,Minnesota Twins,0,12,6,6:10 p.m. Local,Target Field,Thursday,75.0,13.0, in from Leftfield,Cloudy,8,3.0,regular season,1,0,Win
1167,33971.0,Arizona Diamondbacks,0,9,4,2016-07-28,on grass,Day Game,Milwaukee Brewers,1,7,6,1:10 p.m. Local,Miller Park,Thursday,79.0,11.0, out to Rightfield,Unknown,10,2.8333333333333335,regular season,1,0,Win
1168,25060.0,St. Louis Cardinals,0,8,5,2016-07-28,on grass,Night Game,Miami Marlins,0,8,4,7:10 p.m. Local,Marlins Park,Thursday,78.0,0.0, in unknown direction,In Dome,9,2.466666666666667,regular season,0,1,Loss
1169,41157.0,Chicago White Sox,1,5,1,2016-07-28,on grass,Night Game,Chicago Cubs,0,7,3,7:07 p.m. Local,Wrigley Field,Thursday,73.0,8.0, in from Leftfield,Unknown,4,2.85,regular season,1,0,Win
1170,22785.0,Philadelphia Phillies,0,10,7,2016-07-28,on grass,Night Game,Atlanta Braves,1,13,5,7:10 p.m. Local,Turner Field,Thursday,85.0,15.0, from Right to Left,Unknown,12,3.4166666666666665,regular season,0,1,Loss
1171,41257.0,Boston Red Sox,1,8,1,2016-07-28,on grass,Night Game,Los Angeles Angels of Anaheim,0,10,2,7:09 p.m. Local,Angel Stadium of Anaheim,Thursday,81.0,7.0, out to Centerfield,Sunny,3,3.0833333333333335,regular season,1,0,Win
1172,47301.0,San Diego Padres,0,6,8,2016-07-27,on turf,Day Game,Toronto Blue Jays,2,6,4,12:39 p.m. Local,Rogers Centre,Wednesday,76.0,4.0, out to Rightfield,Sunny,12,2.7,regular season,0,1,Loss
1173,29630.0,Oakland Athletics,0,9,6,2016-07-27,on grass,Night Game,Texas Rangers,1,13,4,7:07 p.m. Local,Globe Life Park in Arlington,Wednesday,89.0,5.0, from Right to Left,Unknown,10,2.7333333333333334,regular season,0,1,Loss
1174,42079.0,Cincinnati Reds,0,6,2,2016-07-27,on grass,Day Game,San Francisco Giants,1,4,1,12:45 p.m. Local,AT&T Park,Wednesday,70.0,9.0, out to Centerfield,Sunny,3,2.3833333333333333,regular season,0,1,Loss
1175,35483.0,Seattle Mariners,0,3,1,2016-07-27,on grass,Night Game,Pittsburgh Pirates,1,14,10,7:06 p.m. Local,PNC Park,Wednesday,88.0,4.0, out to Rightfield,Cloudy,11,2.6833333333333336,regular season,1,0,Win
1176,37851.0,St. Louis Cardinals,0,7,5,2016-07-27,on grass,Night Game,New York Mets,0,12,4,7:13 p.m. Local,Citi Field,Wednesday,88.0,15.0, out to Leftfield,Cloudy,9,3.1166666666666667,regular season,0,1,Loss
1177,29482.0,Atlanta Braves,2,16,9,2016-07-27,on grass,Night Game,Minnesota Twins,0,13,7,7:10 p.m. Local,Target Field,Wednesday,73.0,9.0, from Left to Right,Overcast,16,3.3166666666666664,regular season,0,1,Loss
1178,22581.0,Arizona Diamondbacks,1,11,8,2016-07-27,on grass,Night Game,Milwaukee Brewers,5,5,1,7:10 p.m. Local,Miller Park,Wednesday,77.0,9.0, in from Leftfield,Cloudy,9,2.9333333333333336,regular season,0,1,Loss
1179,32403.0,Philadelphia Phillies,1,10,1,2016-07-27,on grass,Day Game,Miami Marlins,0,16,11,12:10 p.m. Local,Marlins Park,Wednesday,75.0,0.0, in unknown direction,In Dome,12,2.95,regular season,1,0,Win
1180,43576.0,Tampa Bay Rays,1,8,3,2016-07-27,on grass,Day Game,Los Angeles Dodgers,1,5,1,12:10 p.m. Local,Dodger Stadium,Wednesday,90.0,6.0, from Left to Right,Sunny,4,3.1166666666666667,regular season,0,1,Loss
1181,30279.0,Los Angeles Angels of Anaheim,2,11,5,2016-07-27,on grass,Night Game,Kansas City Royals,1,11,7,7:14 p.m. Local,Kauffman Stadium,Wednesday,89.0,6.0, from Left to Right,Cloudy,12,3.25,regular season,1,0,Win
1182,35186.0,New York Yankees,0,5,1,2016-07-27,on grass,Night Game,Houston Astros,0,8,4,7:11 p.m. Local,Minute Maid Park,Wednesday,73.0,0.0, in unknown direction,In Dome,5,2.6333333333333333,regular season,1,0,Win
1183,26607.0,Washington Nationals,1,6,4,2016-07-27,on grass,Day Game,Cleveland Indians,0,6,1,12:10 p.m. Local,Progressive Field,Wednesday,83.0,10.0, from Left to Right,Sunny,5,3.183333333333333,regular season,0,1,Loss
1184,41166.0,Chicago White Sox,0,5,1,2016-07-27,on grass,Night Game,Chicago Cubs,0,6,8,7:09 p.m. Local,Wrigley Field,Wednesday,78.0,12.0, in from Rightfield,Cloudy,9,2.85,regular season,1,0,Win
1185,37842.0,Detroit Tigers,1,11,4,2016-07-27,on grass,Day Game,Boston Red Sox,0,7,3,1:37 p.m. Local,Fenway Park,Wednesday,86.0,15.0, from Right to Left,Sunny,7,2.9166666666666665,regular season,0,1,Loss
1186,20324.0,Colorado Rockies,0,5,3,2016-07-27,on grass,Night Game,Baltimore Orioles,0,6,1,7:07 p.m. Local,Oriole Park at Camden Yards,Wednesday,90.0,3.0, out to Leftfield,Cloudy,4,2.8,regular season,0,1,Loss
1187,45515.0,San Diego Padres,1,10,6,2016-07-26,on turf,Night Game,Toronto Blue Jays,0,8,7,7:07 p.m. Local,Rogers Centre,Tuesday,76.0,10.0, out to Centerfield,Sunny,13,3.966666666666667,regular season,1,0,Win
1188,25272.0,Oakland Athletics,0,10,6,2016-07-26,on grass,Night Game,Texas Rangers,1,6,3,8:07 p.m. Local,Globe Life Park in Arlington,Tuesday,89.0,10.0, from Left to Right,Unknown,9,3.0166666666666666,regular season,0,1,Loss
1189,41896.0,Cincinnati Reds,2,11,7,2016-07-26,on grass,Night Game,San Francisco Giants,1,13,9,7:15 p.m. Local,AT&T Park,Tuesday,65.0,12.0, out to Centerfield,Sunny,16,3.3333333333333335,regular season,1,0,Win
1190,30969.0,Seattle Mariners,0,11,7,2016-07-26,on grass,Night Game,Pittsburgh Pirates,1,12,4,7:08 p.m. Local,PNC Park,Tuesday,84.0,6.0, out to Rightfield,Unknown,11,3.1333333333333333,regular season,0,1,Loss
1191,37116.0,St. Louis Cardinals,1,4,1,2016-07-26,on grass,Night Game,New York Mets,0,6,3,8:04 p.m. Local,Citi Field,Tuesday,87.0,13.0, in from Leftfield,Cloudy,4,2.55,regular season,1,0,Win
1192,26690.0,Atlanta Braves,0,7,2,2016-07-26,on grass,Night Game,Minnesota Twins,1,5,0,7:10 p.m. Local,Target Field,Tuesday,88.0,15.0, out to Leftfield,Cloudy,2,2.3833333333333333,regular season,0,1,Loss
1193,24074.0,Arizona Diamondbacks,0,8,4,2016-07-26,on grass,Night Game,Milwaukee Brewers,2,11,9,7:11 p.m. Local,Miller Park,Tuesday,86.0,8.0, in from Centerfield,Sunny,13,3.5833333333333335,regular season,1,0,Win
1194,20365.0,Philadelphia Phillies,0,4,0,2016-07-26,on grass,Night Game,Miami Marlins,0,9,5,7:12 p.m. Local,Marlins Park,Tuesday,78.0,0.0, in unknown direction,In Dome,5,2.6833333333333336,regular season,1,0,Win
1195,46960.0,Tampa Bay Rays,2,6,2,2016-07-26,on grass,Night Game,Los Angeles Dodgers,1,5,3,7:11 p.m. Local,Dodger Stadium,Tuesday,78.0,6.0, out to Rightfield,Sunny,5,2.9166666666666665,regular season,1,0,Win
1196,28026.0,Los Angeles Angels of Anaheim,0,22,13,2016-07-26,on grass,Night Game,Kansas City Royals,1,3,0,7:15 p.m. Local,Kauffman Stadium,Tuesday,85.0,7.0, in from Rightfield,Sunny,13,3.066666666666667,regular season,0,1,Loss
1197,28134.0,New York Yankees,0,13,6,2016-07-26,on grass,Night Game,Houston Astros,0,6,3,7:10 p.m. Local,Minute Maid Park,Tuesday,73.0,0.0, in unknown direction,In Dome,9,3.05,regular season,0,1,Loss
1198,23711.0,Washington Nationals,1,10,6,2016-07-26,on grass,Night Game,Cleveland Indians,1,11,7,7:10 p.m. Local,Progressive Field,Tuesday,79.0,7.0, in from Centerfield,Sunny,13,3.283333333333333,regular season,1,0,Win
1199,39553.0,Chicago Cubs,0,4,0,2016-07-26,on grass,Night Game,Chicago White Sox,1,6,3,6:10 p.m. Local,U.S. Cellular Field,Tuesday,86.0,6.0, from Left to Right,Sunny,3,2.9166666666666665,regular season,1,0,Win
1200,38378.0,Detroit Tigers,1,13,9,2016-07-26,on grass,Night Game,Boston Red Sox,0,9,8,7:10 p.m. Local,Fenway Park,Tuesday,92.0,12.0, in from Leftfield,Cloudy,17,3.55,regular season,0,1,Loss
1201,23677.0,Colorado Rockies,0,9,6,2016-07-26,on grass,Night Game,Baltimore Orioles,0,5,3,7:07 p.m. Local,Oriole Park at Camden Yards,Tuesday,90.0,4.0, in from Leftfield,Cloudy,9,2.7333333333333334,regular season,0,1,Loss
1202,41483.0,San Diego Padres,0,5,2,2016-07-25,on turf,Night Game,Toronto Blue Jays,0,9,4,7:07 p.m. Local,Rogers Centre,Monday,88.0,8.0, in from Leftfield,Cloudy,6,2.6833333333333336,regular season,1,0,Win
1203,27292.0,Oakland Athletics,0,12,6,2016-07-25,on grass,Night Game,Texas Rangers,2,11,7,7:08 p.m. Local,Globe Life Park in Arlington,Monday,88.0,15.0, from Left to Right,Overcast,13,2.966666666666667,regular season,1,0,Win
1204,42147.0,Cincinnati Reds,0,9,7,2016-07-25,on grass,Night Game,San Francisco Giants,1,7,5,7:16 p.m. Local,AT&T Park,Monday,61.0,14.0, out to Centerfield,Sunny,12,3.0833333333333335,regular season,0,1,Loss
1205,25347.0,Arizona Diamondbacks,0,9,2,2016-07-25,on grass,Night Game,Milwaukee Brewers,0,12,7,6:22 p.m. Local,Miller Park,Monday,83.0,8.0, in from Centerfield,Sunny,9,3.15,regular season,1,0,Win
1206,19465.0,Philadelphia Phillies,1,7,4,2016-07-25,on grass,Night Game,Miami Marlins,2,2,0,7:10 p.m. Local,Marlins Park,Monday,78.0,0.0, in unknown direction,In Dome,4,3.05,regular season,0,1,Loss
1207,33828.0,Los Angeles Angels of Anaheim,1,9,6,2016-07-25,on grass,Night Game,Kansas City Royals,1,5,2,7:16 p.m. Local,Kauffman Stadium,Monday,84.0,10.0, in from Rightfield,Cloudy,8,3.0833333333333335,regular season,0,1,Loss
1208,30628.0,New York Yankees,1,7,2,2016-07-25,on grass,Night Game,Houston Astros,0,6,1,7:10 p.m. Local,Minute Maid Park,Monday,73.0,0.0, in unknown direction,In Dome,3,2.6833333333333336,regular season,0,1,Loss
1209,39510.0,Chicago Cubs,0,12,4,2016-07-25,on grass,Night Game,Chicago White Sox,2,8,5,7:10 p.m. Local,U.S. Cellular Field,Monday,84.0,7.0, in from Rightfield,Cloudy,9,3.3833333333333333,regular season,1,0,Win
1210,37479.0,Detroit Tigers,0,8,4,2016-07-25,on grass,Night Game,Boston Red Sox,0,10,2,7:11 p.m. Local,Fenway Park,Monday,85.0,18.0, out to Leftfield,Unknown,6,3.45,regular season,0,1,Loss
1211,19361.0,Colorado Rockies,3,6,2,2016-07-25,on grass,Night Game,Baltimore Orioles,0,6,3,7:07 p.m. Local,Oriole Park at Camden Yards,Monday,95.0,6.0, out to Centerfield,Unknown,5,3.2333333333333334,regular season,1,0,Win
1212,30663.0,San Diego Padres,1,12,10,2016-07-24,on grass,Day Game,Washington Nationals,1,9,6,1:37 p.m. Local,Nationals Park,Sunday,96.0,6.0, from Right to Left,Sunny,16,3.533333333333333,regular season,0,1,Loss
1213,47488.0,Seattle Mariners,0,1,0,2016-07-24,on turf,Day Game,Toronto Blue Jays,0,4,2,1:08 p.m. Local,Rogers Centre,Sunday,73.0,15.0, in from Rightfield,Unknown,2,2.35,regular season,1,0,Win
1214,41423.0,Los Angeles Dodgers,0,13,9,2016-07-24,on grass,Night Game,St. Louis Cardinals,1,8,6,7:10 p.m. Local,Busch Stadium III,Sunday,96.0,9.0, from Right to Left,Sunny,15,3.8166666666666664,regular season,0,1,Loss
1215,32439.0,Philadelphia Phillies,0,9,4,2016-07-24,on grass,Day Game,Pittsburgh Pirates,1,9,5,1:36 p.m. Local,PNC Park,Sunday,89.0,6.0, in from Rightfield,Cloudy,9,3.1333333333333333,regular season,1,0,Win
1216,17642.0,Tampa Bay Rays,1,5,2,2016-07-24,on grass,Day Game,Oakland Athletics,0,10,3,1:07 p.m. Local,Oakland-Alameda County Coliseum,Sunday,71.0,12.0, out to Rightfield,Sunny,5,2.35,regular season,1,0,Win
1217,34143.0,San Francisco Giants,0,10,2,2016-07-24,on grass,Day Game,New York Yankees,0,8,5,1:10 p.m. Local,Yankee Stadium III,Sunday,93.0,5.0, out to Rightfield,Cloudy,7,3.1,regular season,1,0,Win
1218,43310.0,Chicago Cubs,0,11,6,2016-07-24,on grass,Day Game,Milwaukee Brewers,2,8,5,1:10 p.m. Local,Miller Park,Sunday,90.0,10.0, from Right to Left,Unknown,11,4.133333333333334,regular season,0,1,Loss
1219,25004.0,New York Mets,0,6,3,2016-07-24,on grass,Day Game,Miami Marlins,0,5,0,1:12 p.m. Local,Marlins Park,Sunday,76.0,0.0, in unknown direction,In Dome,3,2.8333333333333335,regular season,0,1,Loss
1220,32739.0,Texas Rangers,0,11,2,2016-07-24,on grass,Day Game,Kansas City Royals,0,7,1,1:18 p.m. Local,Kauffman Stadium,Sunday,95.0,4.0, from Left to Right,Cloudy,3,3.05,regular season,0,1,Loss
1221,32721.0,Los Angeles Angels of Anaheim,1,11,3,2016-07-24,on grass,Day Game,Houston Astros,1,15,13,1:11 p.m. Local,Minute Maid Park,Sunday,73.0,0.0, in unknown direction,In Dome,16,3.0,regular season,1,0,Win
1222,26841.0,New York Mets,2,10,2,2016-07-23,on grass,Night Game,Miami Marlins,0,15,7,7:10 p.m. Local,Marlins Park,Saturday,77.0,0.0, in unknown direction,In Dome,9,3.15,regular season,1,0,Win
1223,32132.0,Texas Rangers,3,8,7,2016-07-23,on grass,Night Game,Kansas City Royals,1,9,4,6:15 p.m. Local,Kauffman Stadium,Saturday,94.0,10.0, from Right to Left,Cloudy,11,3.2333333333333334,regular season,0,1,Loss
1224,35119.0,Los Angeles Angels of Anaheim,0,6,2,2016-07-23,on grass,Night Game,Houston Astros,0,10,7,6:10 p.m. Local,Minute Maid Park,Saturday,73.0,0.0, in unknown direction,In Dome,9,2.8833333333333333,regular season,1,0,Win
1225,46195.0,Atlanta Braves,0,9,4,2016-07-23,on grass,Night Game,Colorado Rockies,1,7,8,6:12 p.m. Local,Coors Field,Saturday,86.0,18.0, in from Centerfield,Unknown,12,3.033333333333333,regular season,1,0,Win
1226,23963.0,Arizona Diamondbacks,1,4,1,2016-07-23,on grass,Night Game,Cincinnati Reds,0,10,6,7:10 p.m. Local,Great American Ball Park,Saturday,92.0,4.0, from Right to Left,Cloudy,7,3.0,regular season,1,0,Win
1227,32527.0,Detroit Tigers,1,8,3,2016-07-23,on grass,Night Game,Chicago White Sox,2,7,4,6:20 p.m. Local,U.S. Cellular Field,Saturday,91.0,7.0, in from Centerfield,Unknown,7,3.25,regular season,1,0,Win
1228,37600.0,Minnesota Twins,1,19,11,2016-07-23,on grass,Night Game,Boston Red Sox,1,15,9,7:11 p.m. Local,Fenway Park,Saturday,79.0,7.0, out to Centerfield,Cloudy,20,4.183333333333334,regular season,0,1,Loss
1229,31946.0,Cleveland Indians,0,7,2,2016-07-23,on grass,Night Game,Baltimore Orioles,0,10,5,7:08 p.m. Local,Oriole Park at Camden Yards,Saturday,94.0,6.0, out to Rightfield,Cloudy,7,2.8666666666666667,regular season,1,0,Win
1230,31618.0,San Diego Padres,1,6,5,2016-07-22,on grass,Night Game,Washington Nationals,1,6,3,7:05 p.m. Local,Nationals Park,Friday,90.0,14.0, from Left to Right,Cloudy,8,2.966666666666667,regular season,0,1,Loss
1231,46737.0,Seattle Mariners,0,9,2,2016-07-22,on turf,Night Game,Toronto Blue Jays,0,4,1,7:07 p.m. Local,Rogers Centre,Friday,89.0,18.0, from Left to Right,Sunny,3,2.6833333333333336,regular season,0,1,Loss
1232,41915.0,Los Angeles Dodgers,1,14,3,2016-07-22,on grass,Night Game,St. Louis Cardinals,0,8,4,7:15 p.m. Local,Busch Stadium III,Friday,86.0,2.0, from Right to Left,Cloudy,7,5.166666666666667,regular season,1,0,Win
1233,33703.0,Philadelphia Phillies,0,11,4,2016-07-22,on grass,Night Game,Pittsburgh Pirates,0,3,0,7:06 p.m. Local,PNC Park,Friday,87.0,10.0, in from Rightfield,Cloudy,4,2.6333333333333333,regular season,0,1,Loss
1234,15250.0,Tampa Bay Rays,1,7,0,2016-07-22,on grass,Night Game,Oakland Athletics,0,10,1,7:07 p.m. Local,Oakland-Alameda County Coliseum,Friday,69.0,15.0, out to Rightfield,Sunny,1,3.5166666666666666,regular season,1,0,Win
